"2 ggr/år","Svarsfördelning, procent män 18-29 år M","Svarsfördelning, procent män 18-29 år C","Svarsfördelning, procent män 18-29 år L","Svarsfördelning, procent män 18-29 år KD","Svarsfördelning, procent män 18-29 år NYD","Svarsfördelning, procent män 18-29 år MP","Svarsfördelning, procent män 18-29 år S","Svarsfördelning, procent män 18-29 år V","Svarsfördelning, procent män 18-29 år SD","Svarsfördelning, procent män 18-29 år övriga","Svarsfördelning, procent kvinnor 18-29 år M","Svarsfördelning, procent kvinnor 18-29 år C","Svarsfördelning, procent kvinnor 18-29 år L","Svarsfördelning, procent kvinnor 18-29 år KD","Svarsfördelning, procent kvinnor 18-29 år NYD","Svarsfördelning, procent kvinnor 18-29 år MP","Svarsfördelning, procent kvinnor 18-29 år S","Svarsfördelning, procent kvinnor 18-29 år V","Svarsfördelning, procent kvinnor 18-29 år SD","Svarsfördelning, procent kvinnor 18-29 år övriga","Felmarginal, ± män 18-29 år M","Felmarginal, ± män 18-29 år C","Felmarginal, ± män 18-29 år L","Felmarginal, ± män 18-29 år KD","Felmarginal, ± män 18-29 år NYD","Felmarginal, ± män 18-29 år MP","Felmarginal, ± män 18-29 år S","Felmarginal, ± män 18-29 år V","Felmarginal, ± män 18-29 år SD","Felmarginal, ± män 18-29 år övriga","Felmarginal, ± kvinnor 18-29 år M","Felmarginal, ± kvinnor 18-29 år C","Felmarginal, ± kvinnor 18-29 år L","Felmarginal, ± kvinnor 18-29 år KD","Felmarginal, ± kvinnor 18-29 år NYD","Felmarginal, ± kvinnor 18-29 år MP","Felmarginal, ± kvinnor 18-29 år S","Felmarginal, ± kvinnor 18-29 år V","Felmarginal, ± kvinnor 18-29 år SD","Felmarginal, ± kvinnor 18-29 år övriga"
"2011M05",29.9,2.3,6.0,1.0,..,11.8,26.5,6.7,10.7,5.1,24.2,3.0,5.8,1.4,..,21.0,31.4,6.4,5.7,..,4.5,1.5,2.2,1.0,..,3.3,4.5,2.4,3.5,2.6,4.3,1.8,2.6,1.2,..,3.9,4.8,2.5,2.9,..
"2011M11",32.9,3.4,5.7,1.5,..,10.9,23.0,6.0,11.8,4.8,25.1,3.6,5.0,..,..,28.1,27.6,5.4,2.0,2.1,4.7,1.9,2.2,1.2,..,3.0,4.3,2.4,3.6,2.6,4.6,2.0,2.2,..,..,4.9,4.9,2.4,1.7,1.7
"2012M05",25.2,3.5,6.0,1.7,..,10.7,29.9,7.2,13.1,2.6,27.0,4.3,3.6,..,..,18.3,29.8,10.0,5.8,..,4.5,2.0,2.6,1.4,..,3.1,5.0,2.7,4.0,1.7,5.1,2.5,2.2,..,..,4.3,5.2,3.7,3.1,..
"2012M11",27.2,3.3,5.0,2.3,..,9.0,26.9,7.1,15.2,4.0,21.0,2.3,4.6,..,..,21.9,35.9,7.5,4.3,1.4,4.4,1.6,2.1,1.7,..,2.8,4.5,2.7,4.1,2.1,4.4,1.7,2.4,..,..,4.4,5.5,2.9,2.6,1.2
"2013M05",27.9,2.0,4.9,1.4,..,10.4,27.8,7.3,14.6,3.8,18.7,2.0,4.7,3.7,..,19.4,33.7,11.4,4.1,2.5,4.9,1.4,2.4,1.2,..,3.2,5.2,3.0,4.4,2.5,4.6,1.7,2.5,2.3,..,4.5,5.8,4.1,2.6,2.0
"2013M11",24.2,2.0,5.3,2.5,..,9.7,29.7,10.0,13.5,3.1,15.9,2.3,6.1,2.4,..,22.5,35.3,9.6,3.1,2.7,4.3,1.4,2.2,1.8,..,2.9,5.0,3.2,3.8,2.0,4.3,1.8,3.0,1.9,..,4.9,5.8,3.5,2.2,1.8
"2014M05",23.8,5.1,4.1,2.5,..,11.2,26.7,8.4,10.5,7.7,14.1,1.8,2.6,2.3,..,21.9,30.4,9.1,3.4,14.3,4.6,2.7,2.0,2.1,..,3.4,4.9,2.8,3.7,3.0,4.4,1.6,2.2,1.9,..,5.0,6.1,3.8,2.4,4.3
"2014M11",27.2,4.9,4.5,4.2,..,11.7,26.3,6.2,13.4,1.6,20.8,6.1,3.4,3.0,..,19.7,26.4,7.9,6.3,6.3,4.8,2.0,1.8,2.2,..,3.7,5.0,2.4,4.1,1.1,4.7,2.8,1.9,1.9,..,4.4,5.2,3.0,3.3,2.3
"2015M05",32.4,3.3,5.0,2.3,..,8.2,21.4,7.8,16.9,2.7,26.4,6.1,2.8,3.3,..,15.2,20.8,9.6,8.4,7.4,5.1,2.0,2.2,1.8,..,3.3,4.4,2.8,4.7,1.3,4.8,2.4,1.7,1.9,..,3.8,4.4,3.0,3.6,2.8
"2015M11",28.7,3.9,8.7,2.2,..,7.5,14.9,5.5,25.5,3.0,20.5,8.1,3.4,3.1,..,11.9,24.4,13.0,10.1,5.4,5.5,1.8,3.7,1.4,..,3.1,4.3,2.2,5.7,2.1,5.0,3.3,2.0,2.1,..,3.4,5.4,4.2,3.9,2.4
"2016M05",30.7,2.5,6.4,1.3,..,5.4,22.3,5.8,21.3,4.4,17.9,9.4,4.2,2.2,..,6.4,30.4,11.7,7.6,10.1,5.6,1.6,3.0,1.3,..,2.3,5.1,2.7,5.3,2.4,4.7,3.8,2.4,1.9,..,2.9,6.1,3.9,3.9,3.9
"2016M11",26.9,5.5,4.8,4.5,..,6.0,21.4,7.7,16.0,7.1,21.0,8.8,4.1,2.3,..,8.1,26.2,11.7,8.5,9.3,5.0,2.3,2.2,2.4,..,2.8,4.9,2.8,4.5,3.4,4.7,3.2,2.5,1.8,..,3.2,5.5,3.6,3.8,3.5
"2017M05",26.6,7.0,4.0,2.0,..,3.9,22.4,7.2,23.8,3.1,20.9,11.2,4.6,1.8,..,10.2,23.5,12.3,7.3,8.3,5.2,2.6,2.0,1.4,..,2.3,5.1,2.7,5.4,2.1,4.9,3.7,2.4,1.5,..,3.7,5.3,4.2,3.3,3.3
"2017M11",25.6,6.4,4.6,2.1,..,4.2,21.5,6.5,23.0,6.0,23.0,10.9,2.7,..,..,6.7,23.3,13.2,8.5,10.5,4.8,2.5,2.4,1.6,..,2.4,5.0,2.5,5.1,3.2,5.5,3.6,1.9,..,..,2.9,5.2,3.9,3.7,3.7
"2018M05",28.9,8.6,7.0,1.1,..,3.4,14.5,6.5,24.7,5.3,21.7,12.0,4.5,..,..,9.2,19.9,14.8,10.7,6.4,5.4,3.7,3.3,1.1,..,2.0,4.3,2.6,5.3,3.1,5.7,4.0,2.6,..,..,3.6,5.3,4.5,4.6,3.1
"2018M11",28.4,6.4,4.8,3.0,..,3.7,15.9,12.1,22.0,3.8,14.3,19.5,5.2,4.1,..,6.7,19.4,21.3,7.1,2.4,5.3,2.5,2.1,1.8,..,2.5,4.5,4.7,5.0,2.5,4.3,4.3,2.4,2.3,..,2.9,4.8,4.6,3.4,1.7
"2019M05",24.7,5.4,7.8,7.3,..,7.7,15.6,8.5,17.6,5.4,14.3,15.4,3.2,6.4,..,8.8,28.1,16.1,5.8,2.0,5.5,2.5,3.4,2.9,..,4.2,4.6,3.5,5.3,2.5,4.4,4.4,2.2,3.1,..,3.5,6.1,4.4,3.3,1.7
"2019M11",28.3,5.4,5.3,5.3,..,8.9,12.4,7.6,21.3,5.6,15.6,17.2,2.7,7.9,..,10.0,21.2,19.0,5.5,..,5.5,2.5,2.5,2.9,..,4.0,4.0,2.9,5.3,2.9,4.8,4.6,2.0,3.3,..,3.7,5.5,4.8,3.5,..
"2020M05",31.0,4.9,7.1,6.2,..,3.1,15.7,12.0,17.8,2.2,21.5,14.6,2.0,3.7,..,10.5,24.4,14.8,6.0,2.4,5.5,2.4,2.8,3.3,..,1.8,4.3,3.9,4.8,1.6,5.4,4.4,1.6,2.2,..,3.5,5.2,4.1,3.2,1.9
"2020M11",27.8,6.7,5.1,5.2,..,3.9,13.9,9.3,21.9,6.2,18.4,14.7,2.8,3.2,..,7.7,29.5,15.5,6.2,2.0,5.1,2.7,2.8,2.3,..,2.0,3.8,3.4,5.1,3.7,5.1,4.2,1.9,2.2,..,3.4,6.4,4.3,3.2,1.7
