"2 ggr/år","Svarsfördelning, procent män 45-54 år M","Svarsfördelning, procent män 45-54 år C","Svarsfördelning, procent män 45-54 år L","Svarsfördelning, procent män 45-54 år KD","Svarsfördelning, procent män 45-54 år NYD","Svarsfördelning, procent män 45-54 år MP","Svarsfördelning, procent män 45-54 år S","Svarsfördelning, procent män 45-54 år V","Svarsfördelning, procent män 45-54 år SD","Svarsfördelning, procent män 45-54 år övriga","Svarsfördelning, procent kvinnor 45-54 år M","Svarsfördelning, procent kvinnor 45-54 år C","Svarsfördelning, procent kvinnor 45-54 år L","Svarsfördelning, procent kvinnor 45-54 år KD","Svarsfördelning, procent kvinnor 45-54 år NYD","Svarsfördelning, procent kvinnor 45-54 år MP","Svarsfördelning, procent kvinnor 45-54 år S","Svarsfördelning, procent kvinnor 45-54 år V","Svarsfördelning, procent kvinnor 45-54 år SD","Svarsfördelning, procent kvinnor 45-54 år övriga","Felmarginal, ± män 45-54 år M","Felmarginal, ± män 45-54 år C","Felmarginal, ± män 45-54 år L","Felmarginal, ± män 45-54 år KD","Felmarginal, ± män 45-54 år NYD","Felmarginal, ± män 45-54 år MP","Felmarginal, ± män 45-54 år S","Felmarginal, ± män 45-54 år V","Felmarginal, ± män 45-54 år SD","Felmarginal, ± män 45-54 år övriga","Felmarginal, ± kvinnor 45-54 år M","Felmarginal, ± kvinnor 45-54 år C","Felmarginal, ± kvinnor 45-54 år L","Felmarginal, ± kvinnor 45-54 år KD","Felmarginal, ± kvinnor 45-54 år NYD","Felmarginal, ± kvinnor 45-54 år MP","Felmarginal, ± kvinnor 45-54 år S","Felmarginal, ± kvinnor 45-54 år V","Felmarginal, ± kvinnor 45-54 år SD","Felmarginal, ± kvinnor 45-54 år övriga"
"2011M05",40.3,4.1,5.6,2.4,..,5.7,28.6,4.6,7.5,..,23.6,2.9,7.6,3.4,..,9.4,40.5,7.1,4.9,..,4.5,1.8,2.1,1.5,..,1.9,4.4,2.0,2.9,..,3.9,1.6,2.6,1.9,..,2.7,4.8,2.4,2.6,..
"2011M11",42.4,4.1,5.7,3.5,..,6.0,26.1,4.8,7.1,..,25.4,2.6,9.3,4.2,..,13.2,32.8,8.7,2.9,..,4.7,2.0,2.3,1.9,..,2.1,4.4,2.0,2.9,..,4.2,1.6,3.1,2.3,..,3.3,4.6,2.9,1.9,..
"2012M05",37.3,2.5,3.8,2.7,..,3.8,37.3,6.3,6.3,0.0,24.2,4.4,6.4,4.5,..,9.2,39.6,9.1,2.4,..,4.6,1.5,1.8,1.6,..,1.7,4.8,2.4,2.7,0.0,4.2,2.2,2.5,2.2,..,3.1,4.9,3.0,2.0,..
"2012M11",36.0,4.0,3.8,3.9,..,3.8,33.5,6.4,8.6,0.0,25.3,4.0,8.7,3.7,..,10.3,36.9,6.4,4.5,..,4.7,2.0,1.8,2.1,..,2.0,4.6,2.7,3.0,0.0,4.3,2.0,2.9,2.0,..,3.3,4.9,2.6,2.6,..
"2013M05",36.7,4.9,4.8,3.1,..,4.9,29.3,6.8,8.4,..,27.8,3.5,6.1,3.2,..,10.2,39.7,5.1,3.8,..,5.0,2.5,2.1,2.0,..,2.4,4.7,2.9,3.1,..,4.7,2.1,2.8,1.9,..,3.3,5.2,2.3,2.6,..
"2013M11",34.3,5.2,3.1,2.4,..,5.6,31.1,6.1,10.9,1.4,28.1,3.5,6.1,1.8,..,8.1,43.0,5.4,3.0,..,4.8,2.4,1.7,1.8,..,2.3,4.7,2.6,3.5,1.1,4.7,2.1,2.8,1.6,..,2.7,5.4,2.4,2.1,..
"2014M05",32.5,4.6,3.3,2.4,..,4.2,32.9,8.0,11.0,1.1,23.0,5.5,5.5,3.6,..,8.9,38.3,8.2,4.0,2.8,5.0,2.3,1.9,1.8,..,2.3,5.2,2.9,3.8,1.1,4.7,2.6,2.5,2.2,..,3.3,5.6,3.2,2.6,2.1
"2014M11",31.2,5.1,4.4,1.7,..,5.9,33.0,4.7,12.1,1.9,22.1,4.7,6.6,2.8,..,10.0,36.5,8.9,6.5,1.8,4.8,2.0,2.1,1.6,..,2.3,5.1,2.0,3.8,1.7,4.3,2.1,2.3,2.0,..,3.1,5.1,2.9,3.0,1.2
"2015M05",25.4,5.2,4.6,2.1,..,6.5,31.1,5.8,18.3,1.1,27.4,5.9,7.8,3.4,..,8.4,31.9,6.3,7.7,1.2,4.1,2.3,2.1,1.3,..,2.1,4.7,2.1,4.3,0.9,4.6,2.2,2.5,1.7,..,2.6,5.0,2.4,3.2,0.9
"2015M11",24.4,3.9,4.7,2.6,..,5.6,26.1,4.7,26.4,..,29.5,6.9,7.7,3.6,..,10.3,29.3,4.1,7.7,..,4.3,1.9,2.4,1.7,..,2.1,4.5,2.2,5.2,..,5.2,2.7,2.8,2.1,..,3.1,5.4,2.2,3.3,..
"2016M05",25.9,4.9,5.0,2.2,..,5.5,22.9,4.4,28.7,..,31.8,4.9,6.9,4.6,..,5.9,29.6,5.3,9.2,1.9,4.4,2.4,2.3,1.5,..,2.4,4.3,2.1,5.2,..,5.2,2.4,2.7,2.4,..,2.6,5.6,2.5,3.7,1.5
"2016M11",27.4,5.9,4.6,1.8,..,3.0,23.3,4.8,27.2,2.0,28.3,9.4,7.0,4.1,..,7.5,28.5,5.4,8.3,1.5,4.4,2.1,2.2,1.4,..,1.8,4.3,2.2,4.9,1.7,4.8,2.9,3.0,2.1,..,3.0,5.1,2.3,3.5,1.2
"2017M05",20.9,8.9,4.9,2.4,..,2.8,28.5,4.3,25.5,1.8,19.0,14.2,6.7,5.5,..,7.7,30.7,4.3,9.9,2.0,4.0,2.7,2.3,1.5,..,1.5,4.6,1.9,4.9,1.4,4.0,3.6,2.7,2.5,..,3.0,5.1,2.1,3.6,1.6
"2017M11",27.5,7.3,2.7,2.5,..,2.8,28.7,4.5,20.9,3.0,21.4,11.6,7.9,4.0,..,5.3,33.4,5.7,9.5,..,4.7,2.7,1.5,1.7,..,1.5,4.9,2.1,4.7,2.2,4.3,3.5,3.0,2.2,..,2.5,5.2,2.4,3.6,..
"2018M05",25.2,8.0,3.0,3.4,..,3.4,22.6,7.1,26.0,1.3,23.7,11.4,5.9,3.9,..,4.9,24.9,7.2,15.4,2.8,4.5,3.2,1.6,1.9,..,1.8,4.6,2.9,5.2,1.2,4.8,3.5,2.3,2.1,..,2.2,4.9,2.7,4.4,1.8
"2018M11",27.9,6.9,2.3,5.9,..,3.5,21.6,4.6,25.9,1.4,22.6,8.4,6.8,6.2,..,5.9,27.9,6.6,14.8,..,4.7,2.3,1.3,2.3,..,1.7,4.5,2.0,5.1,1.2,4.3,2.6,2.3,2.4,..,2.6,4.9,2.3,4.3,..
"2019M05",22.9,6.2,3.7,13.0,..,4.1,20.2,5.0,22.3,2.5,20.9,10.8,6.7,8.0,..,6.2,27.7,7.8,10.7,..,4.6,2.2,1.7,3.7,..,2.6,4.1,2.8,5.5,2.5,4.5,3.2,2.5,2.9,..,2.5,5.0,2.7,3.9,..
"2019M11",24.1,7.8,2.4,7.2,..,2.9,18.7,7.3,28.6,..,19.7,9.0,5.8,4.8,..,7.4,31.7,6.5,14.7,..,4.5,2.5,1.4,2.5,..,1.5,3.8,3.1,5.3,..,4.4,3.1,2.3,2.6,..,2.5,5.2,2.4,3.9,..
"2020M05",29.7,7.4,0.9,7.1,..,2.1,22.6,5.0,24.9,..,21.1,7.5,4.7,3.7,..,9.2,35.7,5.7,12.3,0.0,4.7,2.5,0.8,2.7,..,1.8,4.4,2.3,4.8,..,4.4,2.6,2.5,1.9,..,3.0,5.3,2.2,3.7,0.0
"2020M11",30.1,7.8,2.5,3.3,..,1.4,20.5,4.9,29.3,..,28.1,5.8,5.4,4.3,..,8.4,29.3,6.2,11.1,..,4.8,3.0,1.3,1.6,..,0.9,4.8,2.0,5.2,..,4.9,2.4,2.2,2.0,..,3.4,5.1,2.4,3.8,..
