"2 ggr/år","Svarsfördelning, procent män 55-64 år M","Svarsfördelning, procent män 55-64 år C","Svarsfördelning, procent män 55-64 år L","Svarsfördelning, procent män 55-64 år KD","Svarsfördelning, procent män 55-64 år NYD","Svarsfördelning, procent män 55-64 år MP","Svarsfördelning, procent män 55-64 år S","Svarsfördelning, procent män 55-64 år V","Svarsfördelning, procent män 55-64 år SD","Svarsfördelning, procent män 55-64 år övriga","Svarsfördelning, procent kvinnor 55-64 år M","Svarsfördelning, procent kvinnor 55-64 år C","Svarsfördelning, procent kvinnor 55-64 år L","Svarsfördelning, procent kvinnor 55-64 år KD","Svarsfördelning, procent kvinnor 55-64 år NYD","Svarsfördelning, procent kvinnor 55-64 år MP","Svarsfördelning, procent kvinnor 55-64 år S","Svarsfördelning, procent kvinnor 55-64 år V","Svarsfördelning, procent kvinnor 55-64 år SD","Svarsfördelning, procent kvinnor 55-64 år övriga","Felmarginal, ± män 55-64 år M","Felmarginal, ± män 55-64 år C","Felmarginal, ± män 55-64 år L","Felmarginal, ± män 55-64 år KD","Felmarginal, ± män 55-64 år NYD","Felmarginal, ± män 55-64 år MP","Felmarginal, ± män 55-64 år S","Felmarginal, ± män 55-64 år V","Felmarginal, ± män 55-64 år SD","Felmarginal, ± män 55-64 år övriga","Felmarginal, ± kvinnor 55-64 år M","Felmarginal, ± kvinnor 55-64 år C","Felmarginal, ± kvinnor 55-64 år L","Felmarginal, ± kvinnor 55-64 år KD","Felmarginal, ± kvinnor 55-64 år NYD","Felmarginal, ± kvinnor 55-64 år MP","Felmarginal, ± kvinnor 55-64 år S","Felmarginal, ± kvinnor 55-64 år V","Felmarginal, ± kvinnor 55-64 år SD","Felmarginal, ± kvinnor 55-64 år övriga"
"2011M05",35.0,5.6,3.1,3.2,..,4.7,33.5,7.4,6.9,..,24.2,4.3,6.2,4.4,..,11.1,37.9,7.8,2.8,..,4.6,2.2,1.7,1.9,..,2.0,4.6,2.5,3.0,..,4.0,2.0,2.3,2.0,..,3.0,4.6,2.7,2.0,..
"2011M11",35.3,7.8,4.9,2.9,..,6.9,28.3,5.8,7.4,..,29.9,6.0,5.0,3.6,..,12.6,33.8,7.5,..,..,4.6,2.6,2.2,1.7,..,2.3,4.4,2.2,3.1,..,4.4,2.4,2.2,2.0,..,3.3,4.7,2.8,..,..
"2012M05",27.3,6.2,4.8,2.5,..,4.9,40.3,5.6,7.8,..,26.6,3.8,4.6,4.4,..,7.5,42.6,8.0,2.0,..,4.5,2.6,2.4,1.7,..,2.3,5.2,2.4,3.2,..,4.4,2.1,2.1,2.4,..,2.5,5.1,2.9,1.6,..
"2012M11",25.2,5.5,3.3,2.9,..,5.5,39.3,6.6,11.6,0.0,28.9,4.2,5.1,4.8,..,8.1,37.2,8.1,3.0,..,4.4,2.5,1.9,1.8,..,2.3,5.1,2.7,3.7,0.0,4.4,2.2,2.4,2.3,..,2.5,4.8,2.8,2.2,..
"2013M05",25.8,5.5,5.5,2.4,..,5.0,36.4,8.4,10.6,..,23.1,2.6,5.5,3.1,..,12.4,37.9,10.6,4.3,..,4.7,3.0,2.6,1.7,..,2.2,5.3,3.1,3.8,..,4.3,2.0,2.4,1.9,..,3.5,5.3,3.2,2.4,..
"2013M11",22.5,5.8,4.3,5.9,..,4.6,38.2,7.9,9.9,..,24.1,2.5,7.5,4.2,..,10.3,36.1,10.4,4.4,..,4.3,2.7,2.1,2.6,..,2.0,5.1,2.8,3.5,..,4.3,1.8,3.1,2.4,..,3.2,5.1,3.1,2.3,..
"2014M05",21.1,5.8,5.5,4.6,..,4.8,37.1,10.2,9.9,..,18.4,2.5,8.6,4.3,..,6.9,38.9,12.3,3.3,4.8,4.4,2.9,2.7,2.6,..,2.1,5.4,3.2,3.8,..,4.2,1.8,3.2,2.7,..,2.7,5.3,3.6,2.2,2.5
"2014M11",22.5,6.1,5.4,5.1,..,3.1,36.3,5.7,14.1,1.7,21.3,5.9,5.5,3.0,..,7.0,38.7,9.2,6.4,3.1,4.3,2.1,2.3,2.2,..,1.7,5.1,2.1,4.1,1.1,4.3,2.4,2.2,1.8,..,2.6,5.2,2.9,3.1,2.0
"2015M05",21.2,6.0,3.9,3.9,..,2.5,36.1,6.4,19.1,0.8,25.5,4.7,5.7,4.9,..,6.3,35.4,6.3,9.1,1.9,3.9,2.3,1.9,1.8,..,1.3,4.6,2.1,4.0,0.8,4.3,2.0,2.1,2.3,..,2.2,4.6,2.6,3.1,1.2
"2015M11",18.2,4.1,4.6,4.1,..,2.5,35.2,6.4,24.6,..,22.6,5.3,5.2,5.9,..,6.4,30.0,10.5,12.4,1.8,3.7,1.9,2.7,2.1,..,1.3,5.2,2.4,4.9,..,4.5,2.4,2.4,2.7,..,2.4,5.0,3.7,4.0,1.4
"2016M05",20.7,5.1,3.6,3.8,..,3.9,32.5,7.2,22.0,1.1,24.6,6.3,4.0,3.7,..,4.9,34.9,9.4,11.3,..,4.1,2.2,2.1,2.0,..,1.7,4.9,2.6,5.0,1.0,5.0,2.7,2.1,2.2,..,2.5,5.6,3.1,4.2,..
"2016M11",18.4,5.3,2.3,2.4,..,5.0,38.6,6.3,20.8,..,22.1,7.3,2.7,4.6,..,6.5,33.4,8.9,12.5,2.0,3.9,2.2,1.8,1.5,..,2.5,5.3,2.4,4.6,..,4.5,3.0,1.8,2.4,..,2.8,5.3,3.0,4.1,1.6
"2017M05",17.1,7.7,2.2,2.2,..,2.9,37.8,7.5,21.2,1.3,18.9,8.7,3.8,4.4,..,4.1,39.1,9.1,10.8,..,4.1,2.7,1.4,1.5,..,1.6,5.4,2.6,4.9,1.2,4.3,3.1,2.1,2.4,..,2.0,5.6,3.0,3.9,..
"2017M11",19.2,7.3,5.6,2.4,..,2.7,36.7,5.8,19.1,1.1,20.2,9.7,3.1,3.1,..,5.8,39.0,8.4,10.3,..,4.2,2.5,2.7,1.6,..,1.6,5.3,2.4,4.6,1.1,4.3,3.1,1.8,2.0,..,2.8,5.6,3.0,4.3,..
"2018M05",24.6,7.1,4.1,3.3,..,3.6,29.6,4.5,22.2,..,20.7,9.9,3.9,3.6,..,4.4,35.2,8.4,13.6,..,4.7,2.9,2.3,1.9,..,2.4,5.1,2.2,4.9,..,4.7,3.4,2.0,2.2,..,3.0,5.5,3.1,4.2,..
"2018M11",23.6,5.3,3.9,3.2,..,3.5,26.3,6.4,27.1,..,16.9,7.4,3.8,6.8,..,2.3,41.8,6.0,14.1,..,4.9,2.5,1.7,1.6,..,1.7,4.8,2.9,5.0,..,4.3,2.9,2.4,2.5,..,1.5,5.6,2.8,4.1,..
"2019M05",17.8,3.3,2.5,8.8,..,4.0,29.6,4.9,28.0,1.2,11.2,6.6,4.8,9.7,..,5.1,36.3,10.6,14.3,1.4,4.7,1.7,1.4,2.9,..,2.7,5.4,2.0,5.5,1.2,3.5,3.1,2.1,4.1,..,2.3,5.6,3.9,4.6,1.2
"2019M11",17.0,2.9,4.3,4.9,..,3.9,29.1,5.9,31.4,..,11.7,6.8,3.9,6.4,..,3.9,36.6,9.1,20.1,1.5,4.0,1.5,2.5,2.0,..,2.8,5.2,2.2,5.3,..,3.5,2.9,1.9,2.4,..,1.8,5.3,2.9,4.6,1.4
"2020M05",20.2,5.2,3.1,5.7,..,1.7,33.8,5.2,24.1,..,16.6,6.3,4.9,4.3,..,3.6,40.7,8.6,13.5,..,4.3,2.0,1.5,2.3,..,1.0,4.9,2.0,4.7,..,3.9,2.6,2.2,2.1,..,1.8,5.3,3.2,4.0,..
"2020M11",19.9,6.3,2.2,6.2,..,1.2,30.1,7.5,25.6,..,21.9,8.1,2.5,4.1,..,4.7,32.2,10.9,14.9,..,4.0,2.2,1.2,2.5,..,0.8,5.1,2.5,4.8,..,4.5,3.1,1.5,2.0,..,2.0,4.9,3.4,4.0,..
