"2 ggr/år","Svarsfördelning, procent män 25-34 år M","Svarsfördelning, procent män 25-34 år C","Svarsfördelning, procent män 25-34 år L","Svarsfördelning, procent män 25-34 år KD","Svarsfördelning, procent män 25-34 år NYD","Svarsfördelning, procent män 25-34 år MP","Svarsfördelning, procent män 25-34 år S","Svarsfördelning, procent män 25-34 år V","Svarsfördelning, procent män 25-34 år SD","Svarsfördelning, procent män 25-34 år övriga","Svarsfördelning, procent kvinnor 25-34 år M","Svarsfördelning, procent kvinnor 25-34 år C","Svarsfördelning, procent kvinnor 25-34 år L","Svarsfördelning, procent kvinnor 25-34 år KD","Svarsfördelning, procent kvinnor 25-34 år NYD","Svarsfördelning, procent kvinnor 25-34 år MP","Svarsfördelning, procent kvinnor 25-34 år S","Svarsfördelning, procent kvinnor 25-34 år V","Svarsfördelning, procent kvinnor 25-34 år SD","Svarsfördelning, procent kvinnor 25-34 år övriga","Felmarginal, ± män 25-34 år M","Felmarginal, ± män 25-34 år C","Felmarginal, ± män 25-34 år L","Felmarginal, ± män 25-34 år KD","Felmarginal, ± män 25-34 år NYD","Felmarginal, ± män 25-34 år MP","Felmarginal, ± män 25-34 år S","Felmarginal, ± män 25-34 år V","Felmarginal, ± män 25-34 år SD","Felmarginal, ± män 25-34 år övriga","Felmarginal, ± kvinnor 25-34 år M","Felmarginal, ± kvinnor 25-34 år C","Felmarginal, ± kvinnor 25-34 år L","Felmarginal, ± kvinnor 25-34 år KD","Felmarginal, ± kvinnor 25-34 år NYD","Felmarginal, ± kvinnor 25-34 år MP","Felmarginal, ± kvinnor 25-34 år S","Felmarginal, ± kvinnor 25-34 år V","Felmarginal, ± kvinnor 25-34 år SD","Felmarginal, ± kvinnor 25-34 år övriga"
"2011M05",32.1,1.4,4.3,2.0,..,11.6,25.5,8.0,7.8,7.4,27.2,4.1,7.7,3.7,..,17.3,27.1,8.0,3.0,1.9,5.0,1.2,2.2,1.6,..,3.4,5.0,3.0,3.4,3.3,4.8,2.3,3.0,2.1,..,3.9,5.0,3.1,2.3,1.6
"2011M11",34.0,3.4,4.4,1.9,..,15.3,22.5,5.0,9.3,4.2,26.9,5.4,4.3,2.7,..,22.3,27.1,7.5,2.2,1.6,5.0,1.9,2.2,1.6,..,4.0,4.8,2.2,3.4,2.2,5.0,2.6,2.4,2.0,..,4.7,5.3,3.1,2.2,1.5
"2012M05",26.2,3.5,4.4,2.2,..,11.8,30.3,7.2,11.8,2.4,25.0,5.0,4.7,..,..,18.7,28.9,11.3,4.8,..,4.7,2.0,2.3,1.8,..,3.6,5.4,2.8,3.9,2.0,5.1,2.9,2.5,..,..,4.5,5.7,4.1,3.1,..
"2012M11",29.1,2.9,5.0,1.9,..,9.9,28.5,8.0,12.1,2.6,23.3,3.4,6.8,..,..,19.8,29.6,9.1,3.8,2.8,4.8,1.7,2.4,1.8,..,3.2,4.9,3.1,3.9,2.2,4.9,2.2,3.1,..,..,4.6,5.8,3.5,2.6,2.3
"2013M05",27.0,3.2,6.1,2.3,..,8.2,31.4,8.4,11.8,..,19.4,2.5,6.3,3.2,..,15.7,33.8,11.9,4.2,2.8,5.0,2.0,3.0,1.7,..,3.0,5.6,3.4,4.2,..,4.8,2.0,3.1,2.3,..,4.6,6.2,4.1,2.9,2.3
"2013M11",21.9,2.6,5.3,3.8,..,10.9,28.7,9.8,13.9,3.2,19.0,2.7,7.6,2.5,..,17.3,35.1,9.9,4.3,1.6,4.5,1.8,2.6,2.3,..,3.7,5.5,3.4,4.3,2.1,4.8,2.2,3.6,2.1,..,4.8,6.3,3.7,3.1,1.5
"2014M05",21.5,5.1,5.1,3.1,..,9.2,25.8,7.8,15.7,6.8,16.2,2.7,5.0,2.4,..,15.6,32.2,13.1,3.4,9.5,5.0,3.3,2.6,2.6,..,3.5,5.6,2.9,4.9,3.3,4.9,2.1,3.0,2.1,..,4.4,6.5,4.7,2.9,3.8
"2014M11",27.7,5.4,4.6,3.3,..,10.4,23.6,5.6,16.7,2.6,18.7,3.8,6.7,3.7,..,15.5,31.5,8.2,5.5,6.4,5.1,2.7,2.1,2.0,..,3.9,5.1,2.4,5.0,1.5,5.0,2.2,2.8,2.3,..,4.4,6.3,3.4,3.5,2.5
"2015M05",27.0,3.6,5.0,4.2,..,7.8,18.9,12.9,18.2,2.2,20.6,6.0,3.2,4.0,..,16.2,25.2,10.5,8.8,5.7,4.8,2.2,2.0,2.3,..,3.0,4.3,3.6,5.0,1.3,4.4,2.5,1.9,2.6,..,4.4,5.3,3.3,4.2,2.3
"2015M11",20.6,5.4,5.5,3.2,..,8.6,21.1,9.2,23.6,2.9,20.3,8.0,5.4,3.1,..,9.1,23.1,11.9,12.4,6.9,5.1,2.4,3.3,1.9,..,3.5,5.0,3.1,5.8,1.7,5.6,3.2,2.6,2.2,..,3.3,6.0,4.3,4.7,2.8
"2016M05",26.9,2.5,5.2,1.6,..,5.8,21.8,8.6,24.9,2.7,18.8,10.6,4.8,2.8,..,7.2,29.0,11.8,9.6,5.4,5.6,1.6,2.9,1.4,..,2.3,5.0,3.0,5.7,1.7,5.2,3.9,2.6,2.2,..,3.1,6.2,4.1,4.5,2.7
"2016M11",22.7,4.6,3.5,4.1,..,5.0,24.2,9.8,20.1,5.9,19.9,9.4,3.6,..,..,10.3,27.8,10.9,9.2,6.9,4.8,2.1,1.8,2.4,..,2.1,5.1,3.1,4.8,3.0,4.9,3.4,2.2,..,..,3.6,5.9,3.6,4.4,3.3
"2017M05",22.0,7.9,5.7,1.1,..,2.9,21.6,11.7,23.7,3.3,17.1,11.4,5.3,2.7,..,10.4,22.5,13.2,8.5,8.9,4.8,2.7,2.5,1.1,..,1.7,4.9,3.3,5.3,2.2,4.8,3.8,2.9,2.0,..,3.9,5.5,4.2,4.0,3.7
"2017M11",22.8,6.4,5.4,1.6,..,4.6,21.4,11.3,21.7,4.6,17.1,10.6,3.2,..,..,5.6,29.2,14.3,8.0,10.8,4.7,2.5,2.3,1.4,..,2.6,4.8,3.2,5.1,2.7,4.8,3.6,2.1,..,..,2.6,5.6,4.2,3.7,3.9
"2018M05",23.7,6.5,7.4,..,..,5.0,17.4,9.6,23.8,6.2,17.6,12.9,5.2,3.2,..,9.6,20.1,15.4,9.4,6.5,5.1,3.2,3.3,..,..,2.7,4.9,3.4,5.4,3.4,5.0,4.0,3.0,2.2,..,3.8,5.4,4.5,4.7,3.1
"2018M11",22.9,6.9,5.6,3.4,..,4.8,19.8,11.1,22.5,3.0,13.6,15.0,5.6,6.2,..,10.4,20.4,20.3,6.1,2.5,4.7,3.0,2.2,1.9,..,2.2,4.7,3.8,5.3,1.9,4.3,3.9,2.5,2.8,..,3.7,5.0,4.6,3.3,1.9
"2019M05",25.1,5.5,5.2,7.8,..,5.8,18.9,12.0,14.1,5.5,15.3,11.6,3.7,7.7,..,9.6,27.6,16.7,4.8,3.1,6.0,2.4,3.0,3.0,..,3.0,5.1,4.4,4.8,2.6,4.8,4.0,2.3,3.4,..,3.7,6.2,4.5,3.2,2.3
"2019M11",24.9,5.2,3.9,5.1,..,4.6,16.1,10.8,23.1,6.3,16.7,13.9,4.5,9.4,..,7.4,23.5,16.4,7.5,..,5.1,2.6,2.0,2.8,..,2.8,4.2,3.2,5.5,3.4,4.9,4.4,2.4,4.0,..,3.0,5.2,4.7,3.6,..
"2020M05",27.9,3.9,5.5,5.2,..,1.8,20.4,13.5,19.2,2.7,18.8,13.0,3.6,5.4,..,7.6,29.1,14.2,7.0,..,5.0,2.2,2.4,2.8,..,1.3,4.7,3.5,4.9,1.9,5.0,4.1,2.3,2.8,..,3.0,5.8,4.1,3.9,..
"2020M11",26.6,3.8,4.2,4.9,..,2.9,16.8,12.5,23.4,4.8,18.5,12.2,4.8,5.6,..,10.1,25.9,15.3,5.4,2.2,5.0,2.0,2.7,2.3,..,1.7,4.6,4.0,5.3,2.8,5.0,4.1,2.6,2.9,..,4.4,6.2,4.4,3.6,1.9
